id,district,latitude,longitude,area,rooms,floor,total_floors,metro_distance,distance_to_center,park_distance,school_distance,shopping_distance,year_built,building_age,building_type,renovation,ceiling_height,has_balcony,has_loggia,has_parking,has_elevator,price,price_per_sqm
5255,ЮАО,55.66797,37.716825,55.4,3,16,22,0.61,14.44,0.89,0.55,0.86,2021,3,панель,евроремонт,2.64,1,0,0,1,15733172.95,283754.84
5256,ВАО,55.81087,37.820784,76.8,1,7,12,2.1,23.49,2.36,0.91,2.68,1998,26,монолит,косметический,2.74,1,0,0,1,17678051.83,230298.38
5257,ЮАО,55.626952,37.722083,46.3,1,3,14,0.26,18.09,0.27,0.74,1.89,1999,25,блочный,евроремонт,2.75,0,1,0,1,15161787.05,327402.9
5258,ЦАО,55.760677,37.610465,112.8,4,3,11,0.91,1.24,2.5,1.27,1.14,1974,50,кирпич,без ремонта,2.91,1,0,1,1,59612154.91,528536.87
5259,ЮВАО,55.692026,37.76977,29.2,2,9,13,0.19,18.17,1.93,1.16,0.8,2022,2,блочный,евроремонт,2.53,0,1,0,1,10322592.82,353271.39
5260,ЮЗАО,55.656273,37.568414,73.6,1,4,10,0.35,11.94,2.15,0.47,0.66,1963,61,панель,дизайнерский,2.77,0,0,1,1,27469526.08,373425.21
5261,СЗАО,55.825216,37.38815,51.8,1,4,22,0.27,26.72,1.65,0.94,2.41,2021,3,монолит,евроремонт,2.56,1,0,1,1,19031578.42,367103.89
5262,ЗАО,55.724245,37.443108,142.0,1,9,14,0.28,19.6,1.71,1.32,0.52,1966,58,монолит,косметический,2.76,1,0,0,1,37321189.58,262847.62
5263,НАО,55.528042,37.380366,136.9,5,7,24,0.7,36.21,0.89,0.65,1.5,1974,50,монолит,без ремонта,2.71,1,1,0,1,24129157.45,176308.75
5264,СВАО,55.871427,37.631841,70.0,2,4,13,0.19,13.35,1.44,0.36,2.1,2017,7,монолит,евроремонт,2.9,1,1,0,1,22322750.29,318806.19
5265,ТАО,55.315605,37.309163,105.6,3,16,22,2.3,59.31,0.81,0.89,2.71,2001,23,панель,дизайнерский,3.07,1,0,0,1,17302663.68,163814.69
5266,ВАО,55.781772,37.802232,129.2,3,8,10,0.85,20.77,0.75,1.03,0.81,1973,51,монолит,евроремонт,2.61,1,0,0,1,30443846.91,235599.77
5267,ЦАО,55.754375,37.61148,89.0,3,1,17,0.11,0.72,1.62,1.17,0.31,1948,76,сталинка,без ремонта,2.67,1,0,0,1,42961939.5,482803.85
5268,ТАО,55.341716,37.300823,40.8,2,8,15,0.24,57.53,1.84,0.66,1.98,1984,40,монолит,без ремонта,2.56,0,0,0,1,5881103.06,144247.52
5269,СЗАО,55.833751,37.409322,52.0,3,2,9,0.11,24.83,1.3,1.41,2.96,2013,11,панель,евроремонт,2.59,0,0,0,1,17392292.29,334335.53
5270,ЮВАО,55.71025,37.764495,70.8,4,17,21,1.61,16.96,0.9,1.02,0.45,1983,41,монолит,косметический,2.96,1,1,0,1,18368776.29,259562.24
5271,ТАО,55.30603,37.312033,81.8,3,13,14,1.74,60.0,0.43,0.93,2.43,2000,24,панель,косметический,2.96,1,0,0,1,14255689.62,174198.7
5272,ТАО,55.332148,37.308098,119.0,3,10,10,0.58,57.89,1.63,0.34,1.67,2018,6,панель,дизайнерский,3.14,0,0,1,1,18637567.91,156591.4
5273,ЮАО,55.625947,37.737171,145.3,1,8,21,0.11,19.29,2.32,0.96,1.14,2010,14,монолит,без ремонта,2.52,1,1,1,1,37065453.33,255123.67
5274,ЦАО,55.758902,37.609597,56.2,4,7,10,0.43,1.16,0.86,0.99,0.56,1971,53,монолит,косметический,2.9,0,0,1,1,30133498.64,536194.91
5275,ЮЗАО,55.656129,37.536594,129.9,2,7,12,2.86,13.92,0.93,1.22,2.15,2014,10,кирпич,евроремонт,3.13,1,1,1,1,45763457.03,352206.73
5276,ЮАО,55.649683,37.6997,119.2,2,11,12,0.4,14.57,0.25,0.59,0.33,2008,16,монолит,дизайнерский,2.63,1,0,0,1,35189775.5,295319.95
5277,СВАО,55.890155,37.612237,89.9,4,11,11,0.11,15.35,1.23,0.87,0.34,2012,12,панель,евроремонт,2.82,1,0,1,1,27885838.45,310103.32
5278,СВАО,55.883867,37.639504,35.2,2,10,10,0.51,14.84,0.75,0.68,2.03,2019,5,панель,косметический,3.15,1,0,0,1,11909697.71,338788.52
5279,ЦАО,55.753596,37.630927,37.1,2,4,7,0.54,1.5,1.33,1.25,1.96,2004,20,монолит,евроремонт,2.87,1,1,0,1,24370653.0,656839.04
5280,ЮЗАО,55.635826,37.597746,121.6,4,1,12,1.06,13.08,0.84,1.02,1.92,1974,50,кирпич,без ремонта,3.03,1,1,0,1,39159944.38,321963.05
5281,СЗАО,55.840478,37.348634,149.4,2,5,11,0.24,31.42,0.92,0.37,2.8,1996,28,панель,евроремонт,2.74,1,1,0,1,41312426.49,276453.89
5282,ЮВАО,55.685543,37.755084,139.9,3,7,18,0.29,16.96,2.07,0.47,2.1,2016,8,блочный,евроремонт,2.83,1,0,0,1,35011126.77,250232.12
5283,ЗАО,55.7319,37.457516,28.7,1,3,5,2.26,17.9,2.02,0.82,1.63,1980,44,панель,дизайнерский,3.13,0,0,0,1,9682905.63,337725.07
5284,ЮАО,55.646449,37.713404,64.5,2,14,24,0.58,15.83,0.36,0.84,1.49,2016,8,панель,дизайнерский,2.84,0,0,0,1,17720051.45,274535.42
5285,ЮАО,55.622464,37.712723,113.7,2,10,11,1.34,17.85,2.1,1.1,2.26,1987,37,панель,без ремонта,2.7,1,0,1,1,32378777.51,284834.38
5286,ТАО,55.341288,37.29177,131.4,2,9,11,0.51,58.19,0.31,0.3,2.23,1979,45,монолит,евроремонт,2.51,0,0,0,1,21192192.55,161321.16
5287,ТАО,55.354706,37.293069,145.1,3,15,15,1.32,56.94,1.14,1.3,0.4,2020,4,монолит,дизайнерский,2.83,1,0,0,1,22108251.45,152416.36
5288,САО,55.806745,37.509667,89.2,4,10,10,0.23,13.42,1.97,0.65,1.37,1999,25,кирпич,косметический,3.15,1,0,1,1,29965248.11,336030.29
5289,ЗАО,55.732103,37.446902,47.9,1,10,12,2.75,19.06,2.49,1.28,1.28,2022,2,панель,дизайнерский,3.15,1,0,0,1,16072728.87,335818.27
5290,ЮВАО,55.698935,37.793481,96.0,2,1,11,0.38,20.4,0.61,0.88,0.74,2020,4,панель,косметический,2.58,0,0,0,1,24126051.59,251388.95
5291,ЮВАО,55.711843,37.773996,48.9,1,24,24,3.76,17.93,1.85,0.15,0.8,1972,52,монолит,дизайнерский,2.98,1,0,1,1,15011577.93,307188.14
5292,НАО,55.551126,37.382208,131.1,1,2,10,1.08,34.34,2.45,0.26,2.04,2005,19,блочный,косметический,2.94,0,0,0,1,23206036.66,177052.46
5293,СЗАО,55.835522,37.414242,64.2,1,9,11,0.54,24.39,1.31,0.63,1.83,2008,16,монолит,евроремонт,2.93,0,0,0,1,18137684.33,282709.33
5294,СВАО,55.856815,37.66104,105.5,4,8,15,0.44,12.6,1.3,0.3,0.56,2011,13,панель,дизайнерский,3.13,0,1,0,1,31026935.73,294221.32
5295,ЦАО,55.740173,37.610859,25.9,2,8,8,0.17,1.51,0.84,0.76,2.42,1946,78,кирпич,косметический,2.67,1,0,0,1,15330960.06,592727.99
5296,НАО,55.546741,37.377501,41.9,1,2,11,2.43,35.05,0.88,1.06,0.57,2014,10,панель,евроремонт,3.16,1,0,1,1,10090539.84,240822.68
5297,ВАО,55.783489,37.799984,105.1,1,8,18,0.52,20.56,2.16,0.88,2.27,2003,21,монолит,без ремонта,3.15,1,0,0,1,26471931.74,251812.1
5298,СВАО,55.886377,37.585775,102.4,1,10,13,0.7,15.33,1.1,0.29,1.82,1982,42,панель,без ремонта,2.59,1,1,0,1,24771254.88,241911.75
5299,САО,55.854763,37.548882,64.4,1,7,13,0.33,13.72,2.05,0.22,0.96,2012,12,кирпич,косметический,2.73,1,1,0,1,19435054.3,301738.07
5300,НАО,55.567186,37.371568,82.7,3,1,9,0.37,34.15,0.93,0.98,0.89,2007,17,монолит,без ремонта,2.95,0,1,1,1,17700516.11,213952.43
5301,САО,55.844319,37.545019,35.0,4,3,9,0.69,13.03,1.85,0.77,2.75,2022,2,панель,евроремонт,3.1,0,0,1,1,15403762.26,439805.1
5302,СЗАО,55.820561,37.363405,69.6,3,10,22,0.46,29.21,1.6,0.55,2.67,2001,23,панель,евроремонт,3.13,1,0,1,1,19909622.59,286128.65
5303,НАО,55.554607,37.384196,48.1,2,16,17,0.17,33.92,0.79,0.95,0.61,1977,47,монолит,косметический,2.54,1,0,1,1,11077453.83,230156.29
5304,ЮЗАО,55.670432,37.584324,123.7,1,6,11,0.18,9.77,2.17,0.54,0.64,2020,4,панель,косметический,3.13,1,0,0,1,30938726.46,250015.07
5305,ЮВАО,55.706581,37.767824,137.6,2,5,19,0.63,17.43,1.2,0.66,1.53,1974,50,блочный,косметический,2.97,0,0,0,1,35730455.82,259579.24
5306,СЗАО,55.857195,37.371467,35.8,1,16,18,1.13,29.7,2.23,0.97,2.1,1990,34,монолит,без ремонта,2.51,0,0,0,1,9981143.49,278441.28
5307,ЮЗАО,55.647199,37.578111,107.2,3,3,22,0.71,12.43,0.27,1.26,2.85,2019,5,панель,евроремонт,3.02,1,0,0,1,28567624.87,266386.72
5308,ЗАО,55.718542,37.420222,28.6,2,3,17,0.22,22.21,2.16,1.21,2.63,1982,42,монолит,косметический,3.01,0,0,0,1,9263301.07,323721.12
5309,НАО,55.556891,37.356961,101.8,3,5,13,0.58,36.13,1.91,1.46,0.88,2000,24,панель,без ремонта,3.09,1,0,1,1,21030253.32,206622.09
5310,ЮВАО,55.714211,37.794391,67.2,2,8,11,0.55,20.08,1.91,0.79,2.45,1978,46,блочный,без ремонта,2.99,0,0,1,1,18728828.4,278555.29
5311,ВАО,55.766977,37.813144,48.2,1,18,24,0.42,21.78,1.53,0.44,2.62,1971,53,монолит,евроремонт,2.8,1,0,0,1,12589581.16,261372.1
5312,ЦАО,55.720727,37.62072,143.2,1,2,11,0.4,3.49,2.1,0.99,0.8,1994,30,кирпич,косметический,2.83,1,0,0,1,67318021.82,470240.39
5313,САО,55.844303,37.522847,93.8,3,2,21,0.42,14.68,2.37,0.24,2.66,1965,59,кирпич,евроремонт,3.03,0,0,0,1,28719090.74,306256.31
5314,ВАО,55.780401,37.828212,128.1,2,5,11,0.72,23.6,2.37,0.69,1.35,2019,5,панель,евроремонт,2.77,1,0,1,1,35305934.75,275620.51
5315,ЮЗАО,55.651038,37.579019,99.5,3,4,9,0.35,11.99,2.17,0.53,1.49,1997,27,монолит,евроремонт,2.73,1,1,0,1,34245982.6,344275.95
5316,ЮАО,55.646174,37.753463,109.5,3,8,11,1.12,19.12,2.05,1.07,1.16,2008,16,панель,без ремонта,2.6,1,0,0,1,27948105.36,255290.6
5317,СВАО,55.84008,37.615918,105.3,3,16,21,0.1,9.78,2.49,0.73,0.48,2020,4,монолит,дизайнерский,3.09,1,1,1,1,36212027.6,343802.32
5318,ВАО,55.759749,37.836219,65.5,4,16,19,0.59,24.29,1.73,0.27,2.85,1972,52,монолит,без ремонта,3.01,1,0,1,1,21225806.71,323908.45
5319,ЮАО,55.660222,37.729762,47.9,4,5,18,2.04,16.1,0.33,0.72,0.37,2014,10,блочный,евроремонт,2.57,1,1,0,1,18037391.31,376433.69
5320,ЮАО,55.645585,37.718443,38.5,2,13,19,0.18,16.28,1.98,0.29,0.43,2010,14,панель,косметический,3.0,1,0,0,1,12573551.46,326719.84
5321,ЮАО,55.63788,37.702317,144.7,1,7,12,0.12,15.78,0.69,0.9,0.42,2005,19,панель,евроремонт,2.9,1,1,1,1,45794301.9,316437.1
5322,НАО,55.57639,37.396375,46.3,2,18,22,1.08,31.34,1.79,0.84,0.39,1981,43,блочный,без ремонта,3.05,0,1,0,1,7896771.2,170664.71
5323,ЗАО,55.735241,37.399166,132.0,2,15,24,1.3,24.31,1.67,0.82,1.51,1987,37,панель,дизайнерский,2.62,0,0,0,1,39453718.42,298843.52
5324,САО,55.820461,37.5239,25.1,1,2,13,0.4,12.87,2.09,0.44,1.92,1976,48,кирпич,дизайнерский,2.89,1,0,1,1,13680212.01,545075.1
5325,ЦАО,55.75124,37.63016,70.4,2,14,16,0.82,1.41,1.13,1.12,0.39,1941,83,сталинка,евроремонт,2.71,0,0,1,1,38189063.41,542632.46
5326,СВАО,55.858616,37.64649,81.9,2,3,23,0.47,12.26,1.99,0.11,2.76,1987,37,панель,без ремонта,2.52,1,0,1,1,22758226.5,277916.66
5327,СЗАО,55.866085,37.398851,140.6,2,16,24,0.5,27.38,0.47,0.3,0.47,2004,20,монолит,косметический,2.61,1,0,1,1,34268644.54,243815.7
5328,ЮАО,55.633854,37.714862,42.8,4,10,10,0.27,16.99,0.72,1.03,2.49,1995,29,блочный,евроремонт,2.57,1,0,0,1,11639903.06,271712.14
5329,ЮЗАО,55.634461,37.595248,108.8,1,15,18,1.52,13.28,1.99,1.19,2.59,1978,46,монолит,без ремонта,2.82,1,1,0,1,27714459.72,254718.55
5330,НАО,55.538152,37.339684,94.6,5,7,10,0.21,38.92,1.75,0.96,2.59,2003,21,монолит,евроремонт,2.72,1,0,0,1,22156693.86,234098.3
5331,ЮАО,55.632075,37.717516,51.7,1,6,13,1.51,17.33,0.38,0.39,1.16,2011,13,блочный,косметический,2.61,1,0,0,1,14569835.13,282002.26
5332,ТАО,55.340019,37.291588,102.8,2,7,23,0.79,58.31,0.8,0.77,2.23,1980,44,блочный,косметический,3.09,1,1,0,1,13816268.15,134340.29
5333,СЗАО,55.843013,37.420802,147.5,5,10,23,0.88,24.06,2.44,0.49,1.24,2017,7,панель,евроремонт,2.73,1,1,0,1,44174396.88,299475.71
5334,ЦАО,55.780729,37.611433,97.2,1,2,12,1.36,3.26,1.33,1.07,2.03,2011,13,монолит,косметический,2.85,1,0,0,1,42499695.43,437358.34
5335,ЮАО,55.634249,37.730674,104.3,3,12,20,0.26,18.13,2.28,1.2,0.48,1982,42,панель,евроремонт,3.18,1,1,0,1,31602737.63,302888.74
5336,ЦАО,55.731182,37.619031,112.5,1,6,11,0.44,2.32,1.59,0.41,0.74,2015,9,сталинка,дизайнерский,2.78,1,1,1,1,62054892.17,551738.42
5337,ВАО,55.774918,37.805411,87.1,2,6,17,0.15,21.01,1.07,1.34,2.21,2005,19,панель,косметический,2.88,0,1,1,1,24132350.78,277017.86
5338,ВАО,55.798993,37.848014,70.1,4,2,12,0.17,26.11,0.77,0.71,2.7,1977,47,монолит,косметический,2.89,1,1,0,1,21443399.73,306069.31
5339,САО,55.82178,37.516179,42.8,1,1,20,1.29,13.66,2.07,0.33,2.94,2011,13,кирпич,косметический,2.9,1,1,0,1,14076889.63,329118.25
5340,ЦАО,55.751253,37.630231,102.1,3,9,16,0.48,1.42,0.85,0.86,2.38,2003,21,сталинка,без ремонта,3.05,1,0,0,1,50847504.02,498022.71
5341,ЮЗАО,55.642239,37.585184,88.9,1,8,17,2.79,12.7,1.98,1.44,2.65,2018,6,панель,евроремонт,2.65,1,0,0,1,28520907.05,320705.37
5342,ТАО,55.33957,37.308417,39.8,1,6,22,0.75,57.21,1.08,1.31,1.64,2011,13,монолит,косметический,3.0,0,0,0,1,5477714.4,137557.41
5343,ТАО,55.323335,37.30666,112.0,2,4,9,0.59,58.78,1.14,0.36,0.99,1993,31,панель,косметический,2.72,0,0,0,1,16700530.52,149072.57
5344,ЮВАО,55.712178,37.758892,120.2,2,16,22,1.06,16.31,1.91,0.34,1.88,2004,20,монолит,дизайнерский,2.9,1,0,0,1,31965489.75,266006.07
5345,ЗАО,55.700439,37.43294,107.4,2,15,19,0.57,21.27,1.58,0.4,0.36,2022,2,кирпич,дизайнерский,2.71,1,0,0,1,32509117.19,302679.19
5346,ЮВАО,55.691771,37.775683,114.7,2,5,20,1.46,18.79,1.47,0.89,1.72,1992,32,блочный,косметический,3.19,1,0,0,1,29015368.54,253001.11
5347,ЮВАО,55.706221,37.75049,38.6,1,4,14,0.64,15.61,1.98,0.76,1.09,1972,52,панель,косметический,2.61,0,1,0,1,8561304.65,221778.03
5348,ЮВАО,55.681323,37.774545,122.3,2,17,24,0.26,19.12,1.21,1.43,1.35,2002,22,монолит,косметический,2.84,0,1,0,1,31888325.8,260843.72
5349,НАО,55.571235,37.363348,53.6,1,6,17,1.04,34.62,0.56,0.19,1.78,2016,8,монолит,косметический,2.62,0,0,0,1,9344398.0,174173.8
5350,НАО,55.530795,37.325893,46.4,2,17,20,0.22,40.63,1.2,0.46,0.89,1976,48,блочный,без ремонта,2.95,0,0,0,1,9423411.97,202886.68
5351,НАО,55.56048,37.343623,28.7,2,8,14,0.5,37.1,2.43,0.74,1.96,1997,27,панель,евроремонт,3.14,1,1,1,1,7562943.18,263127.78
5352,НАО,55.516574,37.373215,97.0,3,3,16,0.59,37.66,0.81,0.96,2.53,2017,7,панель,косметический,3.05,0,0,0,1,18169894.23,187314.51
5353,ЮВАО,55.719495,37.771421,78.5,1,16,21,3.2,17.46,0.49,0.46,2.94,1997,27,панель,евроремонт,2.87,0,1,0,1,19578932.95,249316.63
5354,САО,55.844183,37.502537,44.2,1,9,24,1.23,16.36,0.61,0.39,0.66,2012,12,кирпич,косметический,3.01,0,1,1,1,15399652.71,348687.28
5355,ЮАО,55.628826,37.738263,149.4,1,13,17,0.3,19.15,2.34,1.14,1.07,2004,20,блочный,дизайнерский,3.03,1,1,0,1,45493946.67,304511.01
5356,ЮЗАО,55.65235,37.55905,119.1,2,10,23,0.2,12.82,1.97,0.17,2.35,2001,23,панель,евроремонт,2.88,0,1,0,1,38937609.11,326936.99
5357,НАО,55.554748,37.343004,35.7,3,5,10,0.49,37.52,0.23,0.26,2.53,2011,13,панель,косметический,2.66,1,1,0,1,7422817.25,208026.43
5358,ВАО,55.771063,37.822331,130.6,3,15,15,3.72,22.83,1.42,0.4,0.99,1990,34,блочный,без ремонта,2.52,1,0,0,1,28780416.43,220324.01
5359,СВАО,55.894376,37.618649,68.2,1,2,10,1.9,15.8,1.39,0.31,2.74,2003,21,панель,косметический,2.62,1,0,1,1,20439346.07,299714.48
5360,СВАО,55.876128,37.636575,47.8,2,11,17,0.59,13.94,0.92,0.68,2.91,2021,3,монолит,евроремонт,2.57,0,1,1,1,16184344.48,338730.54
5361,СЗАО,55.854087,37.405276,142.5,2,1,20,0.19,26.14,1.85,1.3,1.72,1995,29,панель,евроремонт,2.89,1,0,0,1,36382209.83,255232.2
5362,ЮАО,55.654227,37.738952,110.1,1,10,20,1.99,17.31,0.68,0.84,1.17,1989,35,панель,евроремонт,3.17,1,0,1,1,35471533.83,322112.2
5363,ЮАО,55.638692,37.738032,92.6,1,11,23,0.87,18.36,0.5,1.11,0.96,1999,25,блочный,евроремонт,3.02,1,0,1,1,27968101.48,302101.3
5364,ЦАО,55.763483,37.602455,124.8,2,15,18,1.82,2.1,0.86,0.37,1.48,2007,17,монолит,косметический,3.16,1,0,0,1,58518802.88,468948.28
5365,ЮЗАО,55.65596,37.574689,56.1,2,9,9,0.68,11.67,2.12,0.94,1.7,1990,34,кирпич,косметический,2.96,1,1,0,1,18848684.82,335962.77
5366,ТАО,55.33511,37.281058,66.1,3,3,20,0.81,59.46,1.84,1.48,0.91,1990,34,монолит,без ремонта,2.7,1,1,0,1,11132513.76,168342.06
5367,ЮАО,55.617566,37.67817,108.4,2,8,19,2.38,16.37,1.08,0.8,2.26,2009,15,панель,косметический,2.55,0,1,1,1,29861413.13,275600.4
5368,ЦАО,55.772289,37.616954,79.6,3,10,11,1.17,2.25,1.81,0.85,2.69,2020,4,монолит,без ремонта,2.9,1,1,0,1,36253344.58,455317.77
5369,ЮАО,55.635635,37.715501,146.2,4,15,17,0.87,16.89,0.62,1.11,1.04,2010,14,блочный,косметический,2.88,1,0,0,1,35813964.59,244917.45
5370,ТАО,55.31513,37.286522,85.6,4,8,24,0.59,60.84,0.53,1.3,1.42,2021,3,монолит,косметический,2.82,1,0,1,1,14248614.2,166429.71
5371,СВАО,55.869457,37.64414,111.0,2,7,16,2.02,13.37,2.11,0.38,2.5,1983,41,монолит,евроремонт,2.94,1,0,0,1,35730588.73,321957.39
5372,САО,55.837958,37.521131,69.4,1,11,12,0.46,14.33,2.37,1.29,2.52,2019,5,кирпич,евроремонт,3.07,0,1,0,1,20115460.19,289980.27
5373,СЗАО,55.808765,37.384554,54.9,1,15,24,0.17,26.61,0.38,0.32,0.33,1977,47,панель,косметический,2.93,1,1,0,1,13128052.54,239184.39
5374,СВАО,55.882814,37.615211,35.0,1,5,11,0.35,14.52,1.29,1.36,1.5,2021,3,панель,евроремонт,2.51,1,0,0,1,11082050.05,317022.12
5375,ЮЗАО,55.663222,37.582677,75.9,2,13,19,0.17,10.59,0.33,1.07,1.04,1983,41,монолит,косметический,2.82,0,1,0,1,26216233.38,345507.38
5376,ЮАО,55.640559,37.734955,143.4,1,2,11,0.31,17.97,0.49,0.98,2.13,2013,11,монолит,дизайнерский,2.55,0,0,1,1,39312536.07,274102.19
5377,СЗАО,55.831793,37.394413,37.9,3,6,14,0.89,26.3,1.95,0.4,2.85,1979,45,панель,дизайнерский,2.66,1,1,0,1,12537824.97,330810.63
5378,ВАО,55.787471,37.827269,58.2,5,11,17,0.4,23.61,2.28,1.42,2.04,2022,2,панель,дизайнерский,3.17,0,0,0,1,19897440.89,341815.36
5379,ЮАО,55.637521,37.732767,71.9,2,2,22,0.1,18.03,2.08,1.29,2.32,1977,47,панель,косметический,2.74,1,0,0,1,18043169.84,250969.03
5380,СВАО,55.875929,37.636573,38.9,1,15,16,0.35,13.92,1.62,0.21,0.79,1988,36,панель,без ремонта,2.71,1,0,0,1,12370769.69,318221.82
5381,ЦАО,55.729439,37.617218,61.6,2,1,13,0.24,2.5,0.21,0.46,2.34,1991,33,сталинка,дизайнерский,2.74,0,0,0,1,28652002.11,465465.15
5382,ЮВАО,55.689239,37.776228,57.2,3,11,13,0.13,18.95,0.77,0.52,0.8,1987,37,панель,без ремонта,3.18,1,0,0,1,15942462.64,278611.62
5383,ВАО,55.780839,37.810814,61.1,1,9,14,0.4,21.7,1.56,0.96,1.74,2004,20,монолит,косметический,2.95,0,1,0,1,15906038.86,260254.56
5384,ВАО,55.771511,37.8365,57.6,4,17,17,0.16,24.41,2.13,0.86,2.39,1972,52,панель,косметический,2.83,1,0,0,1,17295216.03,300390.84
5385,САО,55.818762,37.559574,34.6,2,7,9,0.22,9.81,1.12,0.76,1.98,1987,37,панель,косметический,2.96,1,0,1,1,11143205.76,321924.69
5386,ЮАО,55.664981,37.741239,109.0,1,14,15,0.21,16.79,2.35,1.27,1.82,1995,29,блочный,косметический,2.67,1,0,1,1,25917752.93,237770.82
5387,ЮАО,55.637317,37.744478,34.8,3,5,14,0.54,18.99,1.34,0.41,1.79,2017,7,панель,евроремонт,2.78,1,0,0,1,13444476.91,386738.3
5388,СВАО,55.84109,37.642272,125.5,2,8,15,0.11,10.26,1.21,0.67,1.47,1995,29,панель,дизайнерский,2.74,1,0,0,1,37953757.32,302436.0
5389,САО,55.837115,37.531151,63.0,1,22,23,4.61,13.46,2.26,0.66,2.72,1984,40,кирпич,без ремонта,2.66,1,1,1,1,19352087.32,307356.56
5390,САО,55.812062,37.480667,134.8,1,12,16,0.17,16.59,2.27,0.19,2.92,2021,3,монолит,евроремонт,2.61,0,1,1,1,41127267.39,305039.25
5391,САО,55.835657,37.537098,119.5,2,16,19,0.95,12.88,1.9,1.27,0.9,1972,52,панель,евроремонт,3.18,1,0,0,1,34527331.73,289029.3
